x,y
1,-1
1,-1
2,-1
2,-1
3,1
2,1
2,2
2,0
2,1
1,-2
2,0
2,0
2,-2
2,-2
2,-1
2,1
2,-1
2,-3
3,1
2,1
3,-1
3,1
2,-2
3,-1
3,0
4,-1
3,-1
3,-2
3,-1
2,0
2,1
3,-1
3,1
3,-2
3,-2
3,-1
3,-1
4,-1
3,0
4,0
4,-1
4,0
3,-1
2,-1
3,0
4,1
3,1
4,2
4,0
3,-1
3,0
3,1
3,1
4,2
3,1
5,0
4,2
4,1
3,1
3,2
4,0
4,1
3,-1
4,0
5,1
4,-1
4,1
4,-1
5,1
5,0
4,2
4,-1
4,-1
3,-1
5,1
5,2
5,2
5,2
4,1
4,-1
4,-1
4,1
4,0
4,1
5,2
4,1
5,0
6,1
4,3
4,2
5,1
4,0
5,1
4,1
6,1
5,0
6,2
5,2
5,1
6,0
6,1
5,-1
5,3
6,1
5,2
6,0
6,2
5,1
6,-1
6,3
6,-1
6,-1
6,1
5,2
6,-1
5,0
6,3
6,2
6,3
6,3
6,3
6,4
5,7
7,7
7,6
5,8
6,7
6,8
6,9
5,11
7,13
7,12
6,14
7,12
6,16
6,16
7,19
6,20
6,21
6,21
6,24
6,25
6,26
6,27
6,27
7,29
7,29
6,31
6,30
7,29
7,32
7,31
8,32
9,34
8,35
6,35
7,34
7,35
8,37
8,36
6,38
8,37
8,39
8,38
8,39
8,40
8,41
8,40
8,41
8,41
8,41
7,40
8,41
7,43
8,43
7,43
8,43
7,44
7,44
8,43
8,47
8,46
7,47
8,47
8,47
8,49
10,49
8,48
9,49
8,49
8,49
9,48
9,51
8,52
9,49
8,52
9,54
8,51
10,53
8,53
9,55
9,54
10,55
9,55
10,56
9,55
9,57
10,58
9,58
10,57
11,59
9,59
10,59
10,60
9,63
9,61
9,62
10,60
10,61
9,64
9,62
10,63
9,65
10,65
9,66
10,63
10,67
10,67
11,68
10,68
10,68
10,68
9,67
11,69
9,70
10,71
11,71
10,70
9,72
10,70
11,72
10,71
11,73
11,71
10,73
11,73
11,73
10,74
10,75
11,72
12,72
11,72
11,72
11,73
10,71
10,70
11,71
11,70
11,69
12,69
12,67
11,68
12,66
12,68
11,64
11,66
11,65
11,63
13,62
12,60
11,60
11,59
12,57
11,57
12,58
11,56
11,55
12,53
10,53
11,52
11,52
12,51
12,51
11,45
12,46
12,44
11,43
11,43
12,43
12,43
12,41
12,40
12,40
13,42
12,36
13,35
13,34
12,32
12,33
12,31
13,33
12,29
13,28
11,27
13,27
13,27
14,26
12,26
12,23
13,25
13,23
13,21
13,20
12,19
13,17
14,18
13,17
14,17
12,15
12,15
13,15
15,15
12,15
14,13
13,12
14,10
13,10
14,10
14,9
13,8
14,9
14,5
15,6
13,3
15,7
14,2
15,3
14,2
14,2
15,-2
13,1
15,-2
13,0
15,-1
14,-3
13,-4
14,-4
14,-4
14,-4
14,-5
14,-5
15,-7
14,-6
14,-8
15,-6
15,-9
15,-8
14,-9
14,-8
15,-8
15,-7
15,-6
14,-10
15,-8
14,-9
13,-9
15,-10
14,-8
15,-7
16,-8
15,-9
15,-6
15,-5
15,-5
16,-2
15,-3
15,-2
15,-1
15,-1
15,2
15,3
15,4
15,6
17,6
16,7
15,8
15,9
16,11
16,11
15,14
16,14
16,15
16,16
16,18
15,17
16,17
16,18
16,19
16,21
16,20
16,22
16,22
15,26
15,25
16,26
15,27
16,28
16,31
18,28
16,31
17,31
16,33
16,33
16,35
16,35
16,36
16,36
16,37
16,38
17,39
17,39
16,39
17,41
18,43
16,43
16,44
17,45
17,44
17,46
18,47
18,48
17,51
16,50
18,49
17,51
18,53
16,54
18,55
19,55
19,56
17,56
17,57
18,60
18,60
17,60
19,63
19,61
19,63
17,66
18,67
18,67
19,70
18,69
18,70
19,74
18,74
18,75
19,75
19,73
18,75
18,76
18,78
18,81
17,81
18,83
18,83
19,83
19,87
18,86
18,88
18,91
19,91
19,91
18,91
18,90
18,93
19,94
18,94
18,97
19,97
19,98
19,99
19,101
20,101
19,101
19,101
19,105
19,105
17,106
19,106
18,107
19,109
19,109
19,109
20,109
19,110
19,111
20,112
20,111
19,113
19,114
19,112
20,113
18,116
19,113
19,113
19,115
20,115
20,115
20,116
21,114
20,115
21,113
20,114
20,113
20,115
20,114
20,115
20,115
21,114
19,114
21,114
20,113
21,115
19,115
20,112
21,110
21,111
21,112
21,111
20,111
20,111
20,108
20,108
20,108
21,108
20,108
20,104
20,108
20,103
21,105
21,106
21,103
22,103
22,103
20,100
21,99
21,99
23,97
21,95
21,95
21,93
22,94
21,92
22,93
22,92
23,93
21,91
22,92
20,87
22,86
22,86
22,85
22,83
22,82
21,82
22,81
22,79
22,79
22,79
23,76
22,74
22,75
22,72
22,72
22,71
22,70
22,68
23,66
22,68
24,65
22,65
21,63
22,60
22,60
23,59
23,58
22,57
22,53
22,55
22,51
23,50
22,49
23,48
23,48
23,47
22,45
23,45
23,42
22,43
24,39
23,39
23,37
23,37
24,35
23,33
23,35
23,31
23,31
23,29
23,29
24,27
22,26
23,27
24,24
24,24
23,25
24,22
23,23
23,22
24,21
23,19
24,22
24,19
24,21
24,20
23,19
23,20
24,18
24,19
23,19
23,18
23,19
25,18
23,17
25,18
24,16
25,16
24,15
25,15
24,15
24,15
24,13
25,14
24,14
25,12
24,13
25,13
24,15
26,12
25,12
25,13
25,14
25,15
24,14
26,12
26,12
24,12
25,12
26,13
25,15
25,11
26,13
25,13
25,12
25,15
26,13
24,14
25,12
26,14
25,11
24,14
26,14
26,15
26,15
25,14
25,15
26,15
25,15
26,13
25,17
26,16
26,17
26,15
27,17
27,16
26,19
25,18
26,17
25,17
26,19
26,19
26,20
26,20
26,21
26,21
27,23
26,23
27,24
27,23
26,25
27,25
27,24
27,27
25,28
27,27
27,26
26,27
27,28
27,30
26,30
27,30
27,31
26,33
26,34
27,35
27,36
26,35
28,35
26,35
27,38
27,39
27,43
27,42
27,40
27,42
28,42
27,43
27,45
28,47
27,46
27,47
27,48
28,47
27,50
28,51
27,53
27,52
27,53
28,55
27,55
29,56
28,57
30,58
27,57
27,60
27,60
28,61
28,60
28,64
28,63
28,64
30,67
27,67
29,66
28,67
29,68
29,69
28,69
30,69
29,71
28,71
30,71
29,73
28,73
29,75
28,75
28,75
29,76
29,75
28,76
28,75
29,78
29,77
28,79
29,79
30,79
30,79
28,80
29,80
29,82
28,81
30,81
30,83
29,82
29,83
30,84
30,84
29,84
29,85
29,86
29,86
29,85
29,85
29,85
30,85
29,87
30,85
29,86
30,86
30,86
30,85
30,86
30,85
30,85
31,84
30,87
30,87
30,88
31,87
30,85
30,87
30,87
31,86
31,87
31,88
31,90
30,88
30,86
30,85
30,84
30,87
30,83
30,85
31,85
30,84
30,82
31,82
31,82
30,83
30,83
31,82
32,80
31,80
31,82
32,79
31,81
31,80
31,78
31,78
31,75
31,75
32,74
31,75
32,73
32,73
31,75
32,73
33,71
31,71
32,71
32,70
31,70
32,69
31,67
32,67
32,67
31,66
31,63
34,66
32,64
32,66
32,62
33,63
32,62
32,60
32,57
33,59
33,57
32,58
32,57
32,57
33,58
33,56
32,55
32,53
32,53
33,51
33,52
32,51
32,50
34,49
32,49
32,48
34,48
33,46
32,46
32,45
33,44
33,45
32,42
33,44
34,43
33,41
34,39
34,39
35,40
35,37
33,37
32,36
34,36
34,37
32,35
34,33
34,31
35,33
35,31
35,31
33,29
34,30
34,28
33,28
34,27
35,27
34,25
34,25
33,23
35,23
34,23
34,22
35,23
34,20
35,20
33,19
35,20
35,18
34,19
35,18
35,16
35,16
35,15
35,15
35,14
34,13
35,12
35,11
35,12
35,9
35,11
36,12
35,10
34,9
35,7
35,9
35,8
35,5
35,6
35,5
36,5
35,4
35,5
36,5
35,5
34,3
35,3
36,3
35,1
36,3
35,2
35,3
37,1
36,-1
35,-4
35,-1
35,-1
36,-1
35,-1
37,-3
36,-4
36,-3
35,-5
36,-4
36,-5
36,-4
35,-7
36,-7
36,-5
38,-5
36,-4
36,-5
36,-6
37,-7
36,-7
36,-7
37,-7
1,-1
2,1
2,2
0,0
1,1
1,2
0,0
0,3
2,-1
1,1
0,2
2,0
2,2
0,1
2,2
3,-1
0,1
1,0
1,-1
1,0
2,1
1,1
2,0
1,-1
1,3
1,2
0,1
1,1
0,0
1,2
2,1
1,-1
1,2
1,-1
2,0
1,0
2,-1
2,1
1,2
1,1
2,-1
1,1
2,0
1,1
2,0
1,0
1,0
1,1
0,-1
1,-1
0,-1
2,-1
1,0
1,0
2,1
1,-1
3,-1
2,0
0,0
1,-1
1,2
1,-1
1,0
1,0
2,0
1,-1
1,-1
2,2
2,1
1,1
1,1
2,0
1,-1
2,1
3,-1
2,1
2,0
2,-1
2,1
1,1
1,-1
2,0
1,-1
1,-1
1,0
1,1
0,-1
2,0
2,-1
1,1
1,-1
1,1
2,0
2,-1
1,-1
1,-1
1,-1
1,-1
2,0
1,1
0,-1
1,1
0,0
0,1
0,-1
2,-1
0,-1
0,1
1,-2
2,-1
0,-1
2,1
3,1
2,0
1,1
1,0
0,0
2,1
0,-2
1,1
2,1
2,1
2,0
0,-1
1,-1
1,-1
1,1
2,3
2,-1
2,2
1,-1
1,-1
0,2
2,1
1,-1
0,0
2,-1
2,-1
2,-1
1,1
2,0
0,1
0,-1
2,3
3,1
0,0
0,-1
2,-1
0,0
2,0
0,-1
1,0
0,0
1,-2
1,-1
0,1
2,-1
2,-3
2,-1
1,1
2,-1
1,-1
0,-2
0,-1
1,1
1,-1
1,3
2,1
2,-1
1,-1
1,0
0,-1
1,-1
2,1
2,1
1,0
2,-1
2,0
1,-1
0,1
0,1
2,0
1,0
1,-1
2,-1
1,0
2,1
3,1
1,1
1,-1
1,2
2,1
0,0
0,0
2,-1
0,0
2,2
1,0
1,1
1,-1
2,0
0,0
1,1
2,0
1,1
2,2
1,0
2,3
1,0
3,-1
1,-1
1,3
0,-1
1,-1
0,0
1,1
0,1
1,1
1,0
1,0
0,0
1,2
1,3
0,0
2,2
1,-1
1,0
1,0
0,-1
1,-1
1,-1
2,-1
1,-1
2,1
2,-1
0,0
1,0
1,1
2,2
1,2
1,1
1,-1
1,2
0,0
1,1
1,3
1,-1
2,1
1,-1
2,-6
3,-4
1,-4
1,-3
2,-4
3,-4
2,-3
2,-3
2,-1
2,-2
2,-1
2,-1
2,-2
2,-1
2,-2
2,-2
2,-2
2,-1
2,-2
2,-2
1,-2
2,-2
2,0
2,1
3,-1
1,1
3,-1
3,1
3,-2
2,-2
3,-1
2,-1
2,-1
2,-3
3,-1
3,-1
3,-1
2,0
2,-1
3,0
3,-1
3,0
3,-1
3,-1
2,-1
3,-1
2,1
3,-1
3,-1
2,-1
3,-1
3,2
4,-1
3,1
3,-1
2,-1
2,0
3,-1
3,-1
4,2
3,1
3,2
3,0
4,0
4,2
3,0
3,0
3,-1
4,0
3,0
4,1
4,0
4,2
3,2
4,1
4,-2
4,3
4,2
4,2
4,0
5,1
4,0
4,-1
4,-1
5,0
4,1
4,1
4,1
4,-1
4,0
5,-1
4,0
5,2
5,-1
4,3
5,0
5,0
4,1
5,0
5,0
5,0
5,2
5,1
4,0
5,0
5,1
6,3
6,3
4,1
6,1
5,2
5,2
5,3
5,3
6,1
5,2
4,1
6,2
5,0
7,-1
6,2
6,0
6,0
5,0
7,1
7,1
5,2
7,-1
6,0
6,1
6,1
6,2
6,3
7,3
5,1
6,4
5,3
6,6
6,6
6,4
5,6
6,6
7,7
5,8
6,8
6,11
7,11
6,11
7,14
7,14
6,17
6,17
6,17
7,19
7,19
7,20
6,26
8,23
8,23
7,27
7,27
8,28
6,29
7,28
6,28
6,32
7,32
7,34
7,34
8,33
7,35
7,35
8,35
7,37
7,35
6,39
8,37
8,37
7,38
7,39
8,40
8,38
8,39
8,42
8,40
8,41
7,41
8,42
8,44
7,43
8,44
8,43
8,43
8,46
8,45
9,46
8,44
9,45
8,46
9,46
9,46
9,46
9,48
8,50
7,51
9,51
9,49
8,49
9,48
9,50
8,51
8,52
9,51
9,54
10,50
9,54
9,54
10,56
7,53
9,56
10,57
10,55
9,56
9,58
10,57
10,57
10,59
10,59
8,61
11,63
10,61
10,62
9,63
9,63
10,63
9,65
9,64
10,66
9,62
9,66
9,67
11,67
10,67
9,68
10,67
11,68
10,69
10,65
10,70
10,70
10,70
10,71
10,71
10,70
10,73
10,71
10,70
11,72
10,74
10,71
11,75
11,73
10,73
10,73
11,73
11,74
10,74
11,72
11,71
11,73
12,71
11,70
11,71
11,71
11,70
10,71
11,69
12,67
11,67
14,66
12,64
11,67
12,63
12,65
11,61
13,63
10,61
11,61
12,61
12,61
11,58
13,55
11,56
10,52
12,53
11,53
12,52
12,50
12,49
12,48
10,46
11,47
12,45
11,44
12,42
12,41
12,42
12,41
12,39
12,39
13,37
14,35
12,33
13,33
12,31
12,34
12,31
12,31
13,30
12,29
13,27
12,25
12,24
13,24
12,24
13,23
13,21
13,20
13,21
13,21
13,18
13,19
12,18
12,16
12,18
12,15
13,14
12,13
15,14
14,13
14,13
13,11
15,9
13,9
13,13
15,11
13,7
14,7
13,5
14,7
15,5
14,3
13,3
14,1
14,2
13,-2
15,1
14,2
13,-1
14,-1
14,-1
14,-3
15,-3
14,-3
13,-3
14,-3
14,-5
15,-5
15,-7
15,-7
13,-7
14,-7
13,-9
15,-9
15,-9
15,-7
13,-9
14,-8
14,-9
15,-9
14,-9
16,-8
14,-7
15,-8
15,-9
14,-11
14,-5
15,-7
15,-6
15,-4
15,-5
15,-4
15,-2
15,-3
15,0
16,0
15,2
16,5
14,4
15,6
15,6
16,9
16,10
16,11
17,10
15,11
16,13
16,12
15,16
16,17
16,17
16,18
15,19
15,19
16,20
16,21
16,19
16,22
16,22
16,23
16,26
16,25
16,27
15,30
16,29
16,27
16,31
17,33
18,33
17,36
18,33
18,34
17,35
16,37
16,37
18,39
17,39
18,40
17,41
18,43
18,43
17,42
16,43
17,43
17,47
19,46
17,47
17,50
17,50
19,51
18,50
16,53
18,53
18,55
18,56
18,59
18,59
19,59
16,60
19,63
20,60
20,61
18,65
17,63
18,66
18,67
17,66
18,68
18,67
17,69
18,71
18,71
17,73
19,73
19,76
17,77
19,79
18,78
20,79
19,81
19,80
18,83
18,85
18,87
19,87
18,87
19,88
19,89
18,89
19,91
18,93
19,93
18,96
19,95
19,97
19,99
19,99
19,99
18,101
20,102
19,103
19,104
20,103
19,105
20,104
19,107
19,106
19,108
18,109
20,110
19,110
20,111
20,111
21,110
19,114
20,112
19,111
19,115
21,114
20,112
20,112
20,115
20,112
20,113
20,112
19,114
20,115
20,116
21,113
19,115
21,114
20,114
20,115
20,114
22,115
20,116
21,115
20,115
20,113
21,113
20,113
20,112
20,112
21,112
20,112
21,112
20,111
22,110
20,108
22,109
21,109
21,108
21,107
20,107
21,106
20,107
21,104
22,103
21,103
21,102
21,101
21,101
22,100
21,99
22,99
22,97
22,97
22,96
22,95
22,94
21,91
22,92
22,91
22,91
22,90
22,91
21,91
22,86
22,86
22,82
21,84
22,81
22,82
23,80
22,80
22,79
23,77
22,75
22,76
23,74
22,71
22,70
21,70
22,69
22,67
22,66
22,65
21,64
22,63
22,61
22,61
23,62
22,56
22,58
22,57
23,58
23,54
21,52
21,53
23,47
22,50
22,47
23,43
23,43
24,43
22,39
23,39
22,39
23,37
22,35
23,35
23,35
22,34
25,33
23,30
23,30
24,30
23,28
23,27
23,27
22,27
24,25
25,25
23,24
24,24
24,23
23,24
23,20
24,22
24,20
23,19
24,20
23,19
24,19
25,20
24,20
23,18
23,18
24,18
24,18
24,18
25,15
24,15
23,15
24,15
24,15
24,16
23,15
25,15
24,14
24,11
24,12
25,12
25,13
24,13
24,12
23,12
25,13
25,13
24,13
24,13
25,15
24,12
25,14
24,13
24,12
25,14
24,14
25,13
24,13
25,13
25,14
26,12
25,13
25,11
25,12
26,14
25,14
25,15
26,15
26,14
25,14
26,14
25,14
26,13
27,15
27,15
26,13
26,17
26,16
26,17
26,17
26,17
26,19
26,19
27,19
26,19
27,20
25,18
26,20
26,20
26,20
26,22
26,23
26,21
26,23
26,23
25,24
26,25
28,27
26,27
27,27
27,29
27,29
27,28
27,29
27,29
27,30
27,33
27,34
28,35
27,33
27,36
27,36
27,36
28,37
28,39
26,39
27,38
26,42
27,42
27,41
26,42
28,43
27,44
28,45
27,47
27,48
27,48
26,49
28,49
27,50
27,54
28,52
28,52
28,54
28,55
29,55
28,57
28,57
29,58
29,59
28,59
27,62
28,63
27,65
28,63
28,65
28,64
28,66
29,66
28,68
28,68
29,67
28,70
30,70
27,70
29,71
28,72
28,73
29,76
30,73
29,73
30,75
28,75
28,76
29,76
29,76
29,79
29,78
29,77
29,77
29,79
29,79
30,81
30,79
29,81
29,82
29,82
30,82
30,82
28,81
30,81
29,83
31,84
29,84
29,85
30,83
29,87
29,85
31,84
30,87
29,85
30,85
30,85
30,86
30,87
29,87
29,86
30,86
30,86
30,87
30,88
30,88
30,86
30,87
31,87
30,88
31,85
30,87
30,87
30,86
31,87
29,87
31,85
30,85
31,86
30,87
32,85
30,84
31,84
31,83
30,84
31,83
34,83
31,82
30,83
31,81
31,81
31,81
31,81
30,81
32,78
32,79
32,79
31,76
31,77
32,78
31,75
31,76
30,75
32,74
32,74
31,74
31,73
31,71
31,70
32,71
32,68
32,71
32,70
31,68
32,68
31,64
31,66
31,65
32,63
31,61
33,60
32,61
31,59
32,59
32,58
31,60
32,57
32,57
33,58
32,56
32,59
33,55
31,55
32,55
32,53
32,53
31,52
34,50
32,51
32,51
34,47
34,48
33,47
33,47
33,47
34,46
32,43
33,46
32,45
34,46
34,43
34,42
34,41
34,41
34,38
34,40
35,37
35,38
33,36
33,36
33,34
34,33
34,34
34,34
34,33
34,32
34,30
34,30
34,28
34,27
34,29
34,27
34,25
34,24
34,24
34,24
34,23
35,23
35,23
34,21
34,19
34,19
34,19
35,19
34,18
34,19
35,19
35,15
35,17
35,15
35,14
36,11
35,13
34,14
35,12
35,12
36,11
35,11
35,8
35,8
35,8
36,7
36,8
35,8
35,6
36,5
35,4
35,3
36,6
36,4
35,3
35,3
36,3
36,3
36,2
36,1
35,-1
36,1
36,1
36,0
36,-1
36,-1
36,-3
36,-1
37,-1
35,-3
36,-3
36,-4
37,-5
36,-4
36,-5
36,-3
35,-7
36,-5
36,-5
36,-5
36,-8
36,-5
36,-9
36,-6
36,-6
37,-8
36,-8
37,-8
37,-6
36,-6
36,-5
36,-8
37,-6
38,-8
36,-9
2,1
2,-1
2,2
1,3
1,0
1,-1
3,-1
2,0
2,0
2,0
1,-1
2,2
1,0
1,1
2,0
2,1
2,3
1,3
1,0
1,0
1,-1
1,2
1,2
1,-1
1,-1
2,0
0,-1
3,1
2,1
2,-1
2,-1
0,1
2,0
1,2
2,-1
1,2
1,-1
0,-1
2,1
1,-1
0,2
1,-1
1,-1
1,-2
2,0
1,1
1,-1
3,2
2,3
1,1
2,0
3,-1
0,4
1,1
2,0
1,2
2,2
1,0
1,-3
0,1
1,0
2,-1
0,-1
2,0
0,2
1,1
2,2
1,2
3,-1
2,1
0,0
2,0
1,0
0,2
1,-1
3,0
2,-1
2,-1
1,1
1,1
1,-1
2,0
1,0
1,-1
2,-1
0,1
1,0
1,1
2,-1
2,2
3,-1
1,1
1,2
2,-1
1,-1
0,-1
0,1
1,1
2,-1
1,0
2,1
0,1
2,-1
1,0
2,-1
0,0
2,1
2,0
2,0
1,-2
2,0
0,0
2,-1
1,1
0,-1
2,-1
1,0
0,0
2,0
1,-1
1,-1
2,1
0,0
2,1
2,-1
0,0
0,0
2,-1
0,-1
2,0
1,-1
1,0
0,-1
0,-1
0,-1
0,-2
1,-1
0,-1
2,-1
1,-1
1,-1
0,1
1,0
2,1
0,-1
0,0
1,1
1,3
1,1
1,0
1,0
0,-1
0,1
1,1
0,-1
0,0
1,-1
1,0
1,0
1,-1
0,3
1,1
1,-1
1,1
1,0
1,1
1,1
2,-1
1,1
0,-1
2,-1
0,-1
1,-1
0,-1
2,-1
1,-1
0,0
1,-1
1,0
2,-1
1,0
1,1
0,0
0,-1
0,1
0,1
1,-1
2,-1
2,-1
2,1
0,0
1,1
0,0
1,1
1,2
0,0
0,1
0,-1
1,-1
1,0
0,3
1,0
2,1
1,2
1,-2
2,-1
1,0
1,2
0,0
1,1
0,-1
0,1
1,0
1,0
1,-2
0,-1
2,-1
0,0
1,0
0,2
2,1
2,0
2,2
0,0
0,-1
2,1
1,0
2,-1
0,-1
1,0
0,-1
1,0
1,1
2,1
1,-1
1,1
0,-1
2,1
0,1
1,0
1,-1
1,-1
1,-5
3,-5
1,-5
3,-5
3,-3
2,-3
2,-2
3,0
1,-1
1,-1
0,-2
2,-1
1,-1
2,-3
2,-1
1,-2
2,-2
3,-2
2,-1
2,1
1,-1
0,-2
2,-1
2,0
3,-3
3,-1
2,-2
2,-2
2,-1
2,-1
2,-2
2,-1
2,-1
3,1
2,-1
3,-1
3,-2
3,-1
3,-1
3,-1
3,-1
2,-1
4,0
3,-1
3,0
2,1
2,0
3,1
3,-1
2,1
3,-1
3,-1
3,-1
3,-1
4,-2
4,-2
3,0
3,-1
4,3
3,-1
3,1
4,0
3,0
3,-1
3,1
3,-1
3,1
4,-1
4,1
4,1
4,-1
4,2
3,-1
4,0
5,-1
4,2
3,-1
4,-1
4,1
4,0
4,-1
3,-1
5,-1
3,0
4,-1
4,0
4,1
4,1
4,2
4,0
4,1
4,1
4,-1
4,1
4,0
5,-1
5,0
4,-1
5,1
5,0
5,-1
4,-1
5,0
6,0
4,0
5,-1
5,1
5,0
5,1
5,0
5,1
5,0
5,1
5,-1
5,0
6,0
7,0
6,1
5,1
5,-1
6,1
5,1
5,0
4,1
6,0
6,0
6,1
6,2
5,2
6,2
5,4
6,3
6,3
6,1
7,3
7,3
7,3
6,4
5,6
6,5
6,7
7,7
6,7
6,9
6,9
7,11
6,13
6,13
6,14
6,15
6,17
7,17
7,16
6,20
6,21
7,23
7,23
6,24
7,26
6,27
8,28
6,28
6,28
7,29
7,31
8,31
7,31
8,31
7,36
7,34
7,35
7,36
7,35
7,36
8,37
8,39
7,36
8,39
7,37
6,38
8,40
8,41
7,40
9,43
9,41
8,41
9,44
8,43
7,44
8,43
7,45
8,45
8,44
7,43
7,46
8,45
8,47
8,46
9,46
8,47
9,46
8,47
9,47
8,48
9,48
10,51
9,47
9,51
9,51
7,51
9,50
8,50
9,52
8,52
10,52
10,55
9,53
8,55
9,54
10,55
10,57
9,56
10,58
9,58
9,58
10,57
9,59
10,60
9,59
10,59
9,60
9,62
10,61
10,62
9,63
10,64
10,63
9,63
11,66
10,64
11,67
10,68
10,69
10,68
10,68
11,68
10,68
11,71
10,69
10,70
10,70
10,71
10,70
10,69
10,71
11,70
11,71
10,72
11,74
10,72
11,72
11,72
11,71
11,74
11,73
10,74
11,73
11,72
11,71
12,73
11,72
11,71
13,73
12,71
11,69
11,68
11,68
12,66
11,68
13,65
11,65
11,63
11,64
12,62
11,62
11,61
11,59
12,59
12,61
11,57
13,56
11,56
13,55
12,55
12,53
14,51
12,51
12,49
11,50
13,48
11,47
12,46
12,43
11,42
12,43
12,43
13,41
13,40
12,37
12,37
13,36
11,37
13,35
11,33
12,33
12,32
13,31
12,31
13,29
12,28
13,25
11,28
14,27
12,24
14,22
13,23
12,23
13,22
12,22
13,20
12,19
13,19
13,17
12,15
14,16
13,15
12,14
13,13
13,14
13,12
13,10
14,10
14,11
13,9
14,8
13,7
14,7
13,6
13,6
14,4
14,3
13,2
13,2
14,2
14,3
15,1
14,-1
14,1
13,0
14,-3
15,-1
14,-3
14,-3
14,-5
13,-5
14,-5
13,-6
14,-5
15,-6
13,-7
14,-7
15,-6
15,-9
15,-8
15,-9
15,-9
15,-8
14,-7
15,-9
15,-7
14,-7
15,-9
14,-8
16,-7
14,-7
15,-5
15,-5
15,-6
15,-5
17,-5
14,-2
15,-6
15,-2
15,-1
16,1
15,2
15,2
15,4
16,4
15,7
15,7
16,9
16,9
16,11
16,13
16,12
16,13
15,15
16,15
15,16
15,19
16,18
15,20
16,20
16,20
16,20
16,23
16,21
16,23
16,24
16,26
16,25
17,27
15,31
16,29
16,29
17,32
17,31
16,35
16,34
16,36
17,35
17,37
18,38
16,40
17,39
16,39
18,41
16,43
18,41
18,44
19,46
17,44
16,47
19,48
17,47
17,50
18,49
17,51
17,53
17,53
18,55
18,53
18,56
19,57
17,56
17,59
18,59
18,60
18,61
20,62
18,64
18,66
18,64
18,67
17,67
19,68
18,68
17,70
18,69
17,71
18,73
18,73
