X,Y
48,78
49,71
49,66
49,63
49,80
49,78
50,79
49,75
50,71
50,73
50,65
50,68
50,72
50,61
51,75
52,71
51,69
51,66
51,64
51,60
53,61
53,55
51,62
52,63
53,58
53,64
53,55
53,55
54,57
53,52
53,44
54,48
54,45
54,43
54,39
55,41
55,36
55,46
55,35
55,43
55,36
55,39
56,44
56,33
56,37
57,28
57,38
57,28
58,31
58,38
57,29
58,25
58,27
58,21
58,23
58,26
59,32
59,15
59,20
59,14
59,24
59,16
60,15
59,9
60,15
60,17
61,16
61,15
60,12
62,9
61,8
60,8
61,8
61,4
61,8
61,8
61,8
62,5
62,3
62,-3
62,-1
62,-1
64,-2
63,-1
63,-1
64,3
64,-7
64,-5
64,-5
64,-12
66,-9
65,-5
65,-3
65,-13
65,-12
65,-11
65,-20
65,-12
65,-17
66,-24
66,-15
66,-13
66,-17
66,-21
66,-23
66,-19
67,-12
67,-13
68,-24
68,-21
68,-20
68,-16
68,-11
68,-25
69,-27
69,-20
69,-18
69,-30
69,-24
70,-15
70,-28
70,-23
70,-24
70,-29
70,-27
71,-16
71,-21
71,-12
71,-16
71,-14
71,-21
71,-13
72,-10
71,-16
71,-17
72,-25
72,-17
73,-17
73,-15
73,-4
73,-6
73,-1
74,-6
73,-1
74,7
74,-2
74,5
74,11
75,2
75,3
75,3
75,7
75,15
76,13
75,9
76,11
76,11
76,10
76,11
76,7
77,17
77,11
77,7
77,11
77,18
77,19
78,24
78,23
78,26
78,26
78,28
78,25
79,27
79,23
79,28
80,27
80,27
80,25
80,28
80,35
80,33
81,31
80,33
81,35
81,39
81,40
82,39
82,39
81,42
81,47
82,34
82,37
82,41
82,45
82,45
83,51
83,43
83,51
84,52
84,55
82,51
83,51
84,48
84,57
84,59
85,53
85,60
85,56
85,67
85,58
86,66
86,61
85,70
86,67
86,71
86,73
86,81
86,73
87,65
87,71
87,75
87,79
87,85
88,79
88,75
88,79
88,79
88,80
89,86
89,88
89,88
89,82
89,93
90,90
89,99
89,94
90,92
91,97
90,89
91,100
91,93
91,100
91,103
91,93
91,104
91,102
91,95
92,102
92,107
92,100
93,105
92,98
93,99
93,99
93,102
93,107
94,102
93,110
94,109
93,111
94,107
94,104
94,102
94,105
95,99
95,115
95,103
94,99
95,106
95,105
96,104
97,107
97,103
97,107
95,102
96,109
97,103
97,109
97,104
97,110
97,108
98,112
98,101
98,95
98,97
99,102
99,99
99,105
100,99
99,105
98,96
99,105
99,94
99,99
100,92
100,91
100,95
101,92
100,101
101,95
102,93
101,93
102,91
101,85
102,88
102,80
102,85
102,85
102,87
103,87
102,70
102,72
103,77
103,71
103,78
104,75
104,72
104,70
105,69
104,76
105,68
106,65
105,69
105,68
105,72
105,56
105,61
105,64
106,55
106,54
106,53
106,51
106,51
107,46
107,42
108,54
107,43
107,42
108,34
108,46
108,35
109,43
109,45
108,32
109,31
110,33
109,31
109,30
109,30
110,33
110,23
110,25
110,32
110,22
110,20
110,23
110,19
111,15
111,16
112,14
112,10
112,5
112,3
111,13
111,8
113,4
113,-1
113,-1
113,-1
113,2
113,-7
114,-9
114,-4
115,3
114,0
114,-2
114,-12
114,-4
115,1
114,-5
115,-3
114,1
117,-9
114,-14
116,-9
116,-7
116,-16
116,-14
116,-16
117,-7
117,-15
116,-17
117,-9
117,-7
117,-12
118,-14
118,-10
118,-13
118,-6
118,-14
119,-13
119,-15
118,-15
119,-10
118,-21
119,-17
120,-10
120,-12
120,-9
119,-19
120,-14
120,-9
121,-16
121,-12
122,-6
122,-7
122,-7
121,-9
121,-15
121,-12
122,-21
122,-13
122,-13
123,-10
122,-15
123,-12
123,-4
123,-13
125,-12
124,-9
124,-8
123,-6
124,-10
124,-3
124,-14
124,-2
124,-4
125,-9
125,-15
125,-11
125,-9
125,-5
125,-13
126,-5
125,-4
127,-4
127,-3
126,-9
126,-4
127,4
127,-1
128,6
127,4
127,3
128,-2
128,6
129,-3
128,0
129,-3
129,2
129,0
130,6
129,-5
130,-3
129,7
130,6
129,2
129,6
130,1
130,3
130,3
131,7
131,8
131,8
131,13
131,14
131,11
131,19
132,19
133,11
133,20
133,18
133,27
133,23
133,20
133,24
133,22
133,26
134,22
134,22
134,29
134,30
134,20
135,28
135,29
135,29
135,31
135,27
135,28
136,30
136,28
136,34
136,31
137,34
137,40
137,47
137,37
138,39
138,42
138,45
137,45
138,44
138,48
138,46
138,47
138,41
139,46
139,49
138,54
139,49
140,55
140,45
139,49
140,60
140,47
140,53
140,51
141,57
141,53
141,54
142,55
142,53
142,62
142,57
142,59
142,54
143,60
142,62
142,65
143,51
143,59
143,56
143,59
144,67
143,61
143,63
144,69
145,59
145,72
145,61
145,68
145,63
145,58
145,69
146,60
145,64
146,59
146,64
146,61
146,62
147,55
146,66
147,66
146,59
147,64
146,67
147,67
148,70
148,63
148,61
148,66
148,67
148,58
149,66
149,65
149,63
150,63
149,63
149,67
150,61
150,62
150,61
150,63
150,54
151,62
151,52
151,65
151,53
151,56
152,61
151,57
151,50
152,59
153,54
153,53
152,47
153,54
154,53
154,45
154,51
153,55
154,38
153,48
154,46
154,44
154,45
154,36
154,40
155,35
155,36
156,38
155,43
155,32
156,45
156,40
156,35
156,41
157,39
157,34
157,33
157,27
158,35
158,29
157,40
157,21
157,25
158,22
158,28
158,11
158,25
158,15
158,23
159,25
159,18
160,23
159,8
160,9
160,16
159,14
161,12
160,10
161,12
160,18
161,11
161,12
161,2
162,5
161,11
161,3
162,-3
162,11
162,-1
162,3
162,6
162,-1
163,1
163,0
162,1
163,-4
163,-1
163,-13
163,-2
163,-3
164,-8
165,-6
165,-4
165,-5
165,-5
166,-4
165,-12
166,-13
165,-12
166,-16
166,-16
166,-24
166,-18
166,-28
166,-17
167,-20
168,-18
167,-26
168,-25
167,-24
167,-31
168,-23
168,-16
169,-24
168,-23
169,-29
169,-30
169,-27
169,-36
170,-34
170,-30
170,-27
169,-24
170,-30
170,-42
170,-29
170,-29
171,-34
171,-40
171,-29
171,-36
171,-31
172,-33
172,-44
172,-36
172,-38
172,-37
172,-42
172,-40
173,-42
172,-45
173,-43
173,-44
173,-44
174,-42
174,-36
174,-46
174,-57
174,-46
175,-50
175,-53
175,-56
175,-47
175,-45
175,-46
175,-47
175,-48
176,-45
176,-48
176,-55
177,-51
1,4
1,7
1,6
1,-5
1,-4
1,-3
0,1
1,4
1,-1
1,0
1,4
1,1
1,-4
2,-7
1,3
1,-1
1,-1
1,7
1,0
1,-1
1,1
1,-5
1,-5
1,3
1,4
1,3
1,2
1,-5
1,3
1,-5
1,1
1,4
1,-1
1,2
1,-7
0,-9
1,4
1,1
1,7
1,2
1,-1
1,2
2,3
1,5
1,1
1,7
1,7
1,5
0,1
1,0
0,1
1,1
1,-2
0,-4
1,1
1,7
0,5
0,2
1,2
1,-3
1,9
1,5
1,9
0,-6
2,-5
0,-4
1,4
1,7
0,-2
1,-1
1,-4
1,-11
1,6
0,-3
1,7
1,-3
0,-8
0,-5
1,3
1,-4
1,1
1,8
0,4
1,3
1,4
1,-5
1,-1
1,2
0,8
0,-1
0,5
1,9
0,-5
1,-1
1,2
1,-2
1,-1
0,5
1,0
0,3
1,-1
1,0
0,2
0,3
1,1
0,1
0,10
0,-5
0,0
0,-8
0,-2
0,1
0,-1
1,-2
0,4
0,7
0,1
0,-7
0,4
1,3
1,2
-1,1
0,-4
0,5
0,4
0,1
0,-4
0,0
0,4
1,0
0,-5
0,1
1,-3
-1,-1
0,5
0,-1
1,2
0,1
1,6
-1,-5
0,-1
0,8
0,0
1,0
0,-5
-1,2
0,2
0,-3
0,-1
1,-2
-1,1
1,0
0,3
0,-2
0,-5
0,7
0,0
0,7
0,3
0,3
0,6
0,-6
0,-2
0,-1
-1,-3
1,2
0,0
1,3
-1,-3
1,3
0,-3
0,3
0,-1
0,3
0,7
0,-1
0,7
-1,-5
0,-4
0,4
0,-2
0,3
0,0
0,6
-1,4
-1,5
0,1
0,-4
0,4
0,-3
0,8
0,5
0,3
-1,-1
0,3
0,2
0,6
0,3
1,7
-1,1
0,3
0,-2
-1,2
-1,-1
0,-1
0,-2
0,-4
-1,-4
0,4
0,0
1,-5
1,0
0,0
1,-6
0,6
0,3
0,-3
0,1
-1,-2
1,7
-1,3
0,7
1,-8
0,7
0,-3
0,-1
-1,2
0,3
0,1
1,0
0,-1
0,3
0,9
0,2
0,5
0,1
0,0
0,-6
0,1
0,0
-1,-1
0,-1
0,0
0,0
0,3
1,6
0,-1
1,-1
1,5
1,9
0,3
2,-22
2,-24
2,-21
4,-17
3,-18
4,-9
4,-13
4,-12
3,0
5,-6
3,-5
5,-9
5,-1
5,-8
5,-1
5,-5
5,-6
6,-8
5,-5
6,-9
5,-13
6,-6
7,-11
7,-7
6,-4
7,-7
6,-11
7,-1
7,-3
8,-17
8,-3
8,-5
8,-9
8,-9
9,-14
10,-13
9,-11
9,-5
8,-5
9,-13
9,-13
10,-14
10,-16
9,-15
10,-11
10,-17
10,-16
11,-11
11,-12
12,-15
12,-12
11,-12
11,-1
11,-4
12,-9
12,-5
12,-9
13,-15
13,-20
13,-16
13,-15
13,-11
13,-17
14,-5
13,-7
13,-11
14,-6
14,-9
13,-21
14,-5
15,-7
15,-5
15,-15
15,-13
15,-5
15,-15
15,-9
15,-13
16,-12
17,-19
17,-11
17,-18
16,-11
17,-10
17,-10
17,-10
17,-13
17,-17
17,-17
17,-10
17,-9
18,-5
18,-12
19,-6
20,-14
19,-10
20,-10
19,-12
18,-7
20,-11
19,-9
19,-9
19,-9
20,-7
21,-7
20,-12
21,-7
21,-3
21,-10
21,-10
22,-14
22,-12
21,-14
21,-10
22,-8
22,-6
23,-11
23,-6
23,-17
22,-12
23,-15
23,-5
24,-9
23,-11
25,-7
24,-7
24,-13
25,-13
24,-12
24,-10
25,-3
25,-2
25,-5
26,-9
25,-9
26,-5
27,-9
26,2
27,-8
26,-9
27,-3
27,-1
28,-1
27,-5
28,-4
28,-2
28,-1
28,0
28,2
29,4
29,5
29,0
28,-2
29,4
30,6
29,1
30,14
29,15
31,16
30,16
30,19
30,23
30,15
32,12
31,14
31,17
30,15
31,23
32,20
32,22
32,29
33,23
33,27
32,31
33,35
32,25
33,34
33,32
33,37
33,36
33,29
33,30
34,29
35,33
34,35
35,29
34,29
35,31
35,31
36,45
35,33
35,32
36,42
36,33
37,43
37,32
37,42
37,41
38,39
37,43
37,35
37,41
37,45
37,49
38,45
38,50
37,42
38,43
39,41
38,47
39,43
39,48
39,46
39,53
39,46
40,54
41,55
40,56
41,51
41,52
41,46
41,57
41,54
41,54
42,54
41,53
41,54
42,51
42,55
42,54
43,57
43,61
43,59
43,62
44,63
43,54
44,61
44,63
44,62
44,66
44,71
44,62
44,55
45,51
45,63
46,60
45,70
46,62
46,62
45,71
46,75
46,67
46,62
46,68
46,77
47,70
47,68
47,71
47,77
47,68
48,77
48,70
48,76
48,74
48,68
49,78
49,68
49,70
49,69
49,79
50,77
49,71
49,81
50,76
50,74
50,77
50,74
50,63
51,68
51,57
50,71
51,72
52,74
51,56
52,57
52,61
52,70
52,59
53,62
53,56
53,61
53,59
53,55
53,55
53,50
54,51
54,47
54,54
54,51
55,50
55,38
54,43
55,47
55,45
55,35
56,41
56,32
56,30
57,27
56,29
57,34
57,27
57,31
57,37
57,23
57,34
57,19
58,26
58,27
58,32
58,23
58,15
58,20
59,20
59,16
59,11
60,19
59,12
59,14
59,16
59,17
61,19
61,22
60,8
60,7
61,16
61,4
61,3
61,8
61,4
61,4
61,12
62,15
62,4
62,1
63,2
63,1
62,-3
63,7
63,4
63,-3
65,-6
64,-7
64,-7
64,-5
63,-14
65,-14
64,-13
65,-7
65,-9
66,-13
66,-11
65,-18
66,-10
66,-17
66,-17
65,-8
66,-16
66,-17
67,-15
66,-17
67,-22
66,-24
67,-24
67,-17
67,-17
68,-13
69,-25
69,-25
69,-16
69,-20
69,-28
69,-24
69,-21
69,-27
70,-25
70,-25
70,-29
70,-27
70,-21
71,-31
71,-24
71,-17
71,-24
71,-16
71,-16
71,-13
72,-13
72,-16
72,-19
73,-26
73,-3
73,-19
73,0
73,-5
73,-5
74,-7
73,2
74,3
75,-8
74,-4
74,2
74,-5
74,-4
74,5
75,6
74,2
76,8
75,13
75,7
76,12
77,13
76,15
76,14
75,11
77,13
77,11
77,9
77,12
77,14
77,20
77,21
78,21
78,15
78,26
77,20
78,32
78,29
78,34
78,27
79,27
80,28
80,31
80,39
79,39
81,31
80,35
81,37
81,36
81,40
81,39
81,34
81,36
81,41
81,37
82,50
82,43
83,48
83,44
84,45
83,47
82,39
83,52
82,53
83,56
85,55
84,56
84,59
84,53
84,60
84,53
85,58
85,64
85,57
85,69
85,67
85,55
86,70
85,59
86,73
86,65
86,73
87,71
87,71
86,67
87,73
87,78
87,69
87,74
88,81
88,80
88,84
89,74
90,82
89,85
88,86
90,95
89,94
90,91
90,95
90,84
90,91
90,90
90,98
91,99
90,100
91,94
91,95
91,99
92,97
91,99
91,94
91,101
92,102
92,106
92,98
92,99
92,99
93,106
92,102
93,106
93,105
93,110
94,107
93,106
94,107
94,112
94,107
94,101
95,106
96,106
95,113
94,104
96,106
95,108
97,111
96,110
96,109
97,105
97,108
97,108
97,110
97,105
98,111
98,107
98,106
97,105
98,103
98,110
98,108
99,99
98,102
100,103
100,100
99,102
98,106
99,97
99,101
100,91
99,91
100,89
101,95
101,93
101,95
101,97
101,89
101,93
102,83
102,95
101,97
101,84
101,90
102,93
103,85
103,85
102,81
103,87
104,80
103,81
104,78
103,67
103,70
105,79
104,56
104,71
105,72
105,71
105,73
105,57
106,70
105,68
106,61
105,52
106,58
106,56
106,57
107,55
106,51
107,56
107,49
107,48
107,53
107,51
107,40
109,49
108,43
108,36
108,36
109,36
109,46
108,34
109,28
109,33
109,28
109,30
109,23
110,19
110,23
110,27
110,24
111,17
110,27
111,12
111,20
111,12
112,7
112,10
111,11
112,17
113,9
112,8
112,-3
112,3
113,6
113,0
114,6
113,4
113,-7
114,-10
114,-1
114,-1
114,-1
114,8
114,-1
115,-2
114,-4
115,-2
116,-7
115,-13
115,-13
115,-9
115,-9
116,-3
116,-8
116,-16
117,-7
117,-4
117,-11
118,-16
118,-8
117,-15
118,-11
118,-12
118,-17
118,-13
119,-13
118,-16
119,-17
119,-10
119,-9
119,-21
119,-14
119,-14
120,-13
120,-19
120,-13
121,-14
121,-23
120,-10
121,-11
122,-5
121,-17
123,-12
121,-16
121,-7
122,-17
122,-12
122,-9
122,-3
122,-15
123,-15
122,-9
123,-10
124,-13
124,-9
124,-8
124,-2
124,-7
123,-7
124,1
125,-15
124,-11
126,-8
125,-18
124,-10
125,-10
126,-13
126,-4
125,-13
125,3
126,-1
126,-7
126,-3
126,-6
127,-6
127,-17
127,2
127,1
127,-3
127,-4
128,2
129,-3
128,2
129,2
129,6
130,7
129,-4
129,-3
129,-2
130,7
130,7
130,-2
130,2
130,7
130,4
129,4
131,7
131,15
131,1
131,15
132,9
131,16
132,12
132,12
132,12
133,21
133,14
132,15
133,15
133,10
133,14
134,25
134,16
134,25
134,23
133,20
136,27
134,18
134,32
134,29
135,25
135,32
136,28
135,25
135,33
135,35
137,39
136,22
136,35
136,32
137,30
137,35
138,35
138,32
137,37
138,39
138,32
138,52
138,44
139,43
138,48
139,52
138,49
139,54
140,45
139,47
140,50
140,49
140,58
141,58
141,59
141,54
141,53
141,54
141,62
141,53
142,61
141,48
142,55
142,55
141,60
142,57
142,61
142,51
143,55
143,66
143,59
143,71
143,60
144,63
145,58
144,61
145,63
144,64
145,66
145,63
145,70
145,55
146,63
146,65
145,67
145,66
145,60
146,60
146,56
146,60
146,61
146,65
147,60
148,67
147,62
147,55
148,59
148,57
148,59
148,70
147,63
148,61
149,59
149,58
149,62
149,64
150,64
150,60
150,56
149,67
150,67
149,55
151,71
151,57
151,61
151,53
151,60
151,57
152,51
151,59
151,45
152,51
152,50
152,49
153,58
153,58
154,49
154,51
154,47
154,53
153,52
154,44
154,47
154,42
153,47
154,43
155,38
154,41
154,36
155,39
156,41
156,33
155,31
155,35
155,28
156,36
156,33
156,27
157,34
157,28
157,23
157,29
157,31
157,31
157,30
158,27
157,25
158,23
157,23
158,25
159,19
159,19
159,13
159,23
159,14
159,18
159,16
159,19
160,13
161,12
160,7
161,11
161,13
160,9
161,4
161,8
161,11
161,11
162,3
162,3
162,3
161,-5
163,0
162,-8
162,7
164,3
162,0
163,2
163,-7
163,-4
163,-9
164,-8
165,-13
164,-9
165,-13
164,-9
165,-13
165,-9
165,-11
165,-20
166,-10
166,-15
166,-8
166,-16
166,-16
167,-17
166,-15
166,-15
167,-16
167,-24
167,-18
168,-26
167,-25
168,-22
169,-28
168,-19
169,-21
169,-19
169,-17
169,-27
169,-29
169,-32
169,-22
170,-22
170,-30
170,-37
170,-28
171,-23
171,-33
171,-35
172,-30
171,-35
170,-39
172,-42
171,-38
172,-45
172,-42
171,-36
173,-43
173,-43
173,-47
173,-43
173,-37
174,-41
173,-41
173,-43
173,-47
174,-43
174,-38
174,-44
173,-44
175,-46
174,-37
174,-47
174,-51
176,-46
175,-41
176,-49
176,-55
175,-45
176,-46
176,-46
177,-48
176,-55
1,3
1,0
1,6
1,3
0,-6
1,3
1,3
1,-1
1,3
1,4
1,7
1,5
0,-4
1,3
2,4
1,-1
0,2
1,9
1,-1
2,0
1,0
1,-3
1,6
1,3
1,7
0,4
1,0
1,3
1,-4
1,-1
2,9
2,6
2,-4
1,6
1,0
1,0
1,6
1,-5
1,-3
1,0
-1,-2
1,2
1,2
1,-5
1,1
1,3
1,3
1,0
1,-1
0,1
1,6
1,9
1,2
1,5
1,0
1,1
1,-5
1,5
1,2
1,2
1,-3
1,-3
1,0
1,-3
0,0
1,-1
1,3
1,3
1,4
1,5
1,2
1,-3
1,-8
1,-2
1,-5
1,3
1,-3
1,4
0,9
1,0
0,7
0,1
0,-4
1,3
1,-2
1,-1
0,4
1,3
1,-2
1,-9
1,-1
1,-3
1,2
0,4
1,-1
1,-2
0,1
0,3
1,3
1,3
1,3
0,3
0,2
0,1
1,-1
1,3
0,1
1,2
0,-4
0,-2
0,3
1,-1
0,1
-1,5
1,6
0,3
0,1
1,2
0,-5
0,-2
0,6
0,9
0,4
0,1
1,-1
1,0
-1,-8
0,0
0,1
0,4
-1,-7
1,-5
1,-4
0,4
0,-1
0,2
1,0
1,3
0,-1
0,-8
0,-1
0,-1
1,5
0,-1
0,-5
0,0
0,4
0,6
0,2
0,-7
0,-4
0,0
0,0
-1,2
1,2
0,-1
0,6
1,3
0,-6
0,-1
0,3
0,4
0,7
1,7
0,1
-1,4
0,-2
0,-1
0,-6
1,7
1,-2
0,-6
-1,-1
1,-1
1,3
-1,1
0,6
0,-1
0,6
0,1
0,1
1,6
0,10
0,-3
0,4
-1,2
0,3
0,-2
0,10
0,3
0,1
0,-3
-1,4
-1,4
0,3
1,7
0,7
0,3
0,0
1,0
-1,1
0,-1
0,-1
0,4
-1,-3
0,-4
-1,-6
-1,4
0,3
1,-7
1,1
0,2
-1,0
1,4
0,3
0,6
0,0
0,6
0,3
1,4
0,-1
1,-5
0,4
-1,-9
0,0
0,-2
0,7
0,3
0,1
0,4
-1,-2
0,0
0,-1
1,-1
0,0
1,6
0,3
1,2
0,-2
0,0
0,-3
0,0
0,1
0,6
1,-1
0,-1
0,4
-1,0
0,-2
1,6
2,-27
2,-29
2,-21
2,-22
2,-17
3,-9
4,-5
3,-11
3,-4
5,-13
4,-7
4,-11
5,-8
5,-4
5,-7
5,-3
4,-9
6,-5
5,-4
6,-10
6,-6
6,-11
7,-3
5,-6
6,-6
7,-5
6,-9
7,-8
7,-5
7,-8
8,-8
7,-15
7,-10
8,-11
9,-10
9,-9
9,-8
10,-13
9,-10
9,-8
9,-11
9,-8
10,-13
10,-16
10,-6
10,-10
10,-17
10,-16
10,-5
12,-11
11,-13
12,-5
10,-13
11,-17
11,-14
12,-14
12,-17
11,-10
12,-3
13,-8
13,-2
13,-10
13,-12
14,-13
14,-6
15,-10
13,-12
15,-13
14,-10
13,-7
15,-17
15,-12
15,-14
16,-7
16,-14
15,-8
16,-12
15,-11
17,-5
16,-6
15,-13
17,-12
17,-6
16,-18
17,-3
17,-17
17,-9
17,-15
18,-5
18,-9
18,-11
18,-8
17,-7
20,-13
18,-13
19,-11
20,-6
20,-15
19,-14
20,-6
20,-8
20,-9
20,-16
20,-17
20,-1
19,-23
21,-12
22,-1
21,-8
22,-7
22,-7
22,-11
22,-10
22,-4
21,-10
22,-10
22,-4
23,-7
23,-5
23,-11
23,-11
24,-7
24,-2
24,-8
25,-5
24,-9
26,-12
25,-9
25,-13
25,-7
25,-6
25,-9
26,-11
26,-10
24,-11
26,-13
26,-7
27,-5
27,-9
27,-11
27,-5
28,-5
27,-10
27,-3
28,-6
27,3
27,5
28,-5
29,3
28,-2
29,3
29,-1
29,3
29,-3
29,0
29,3
29,15
29,6
31,15
30,21
30,15
30,12
31,19
30,16
31,19
31,26
31,31
30,27
32,28
31,31
32,27
33,19
33,26
32,27
33,27
33,28
32,19
33,33
33,31
33,28
33,32
34,37
34,32
34,31
34,28
34,39
35,35
36,31
37,31
36,32
36,33
36,35
36,34
35,34
37,39
37,34
37,43
37,39
37,36
37,42
37,42
38,38
38,38
37,32
38,34
38,42
37,49
38,39
38,43
38,43
38,51
39,36
39,38
39,48
40,47
40,43
39,58
40,54
41,52
41,54
42,42
41,46
41,47
41,53
41,52
41,50
41,55
42,58
43,59
42,59
42,50
42,58
42,59
43,53
43,64
43,66
43,61
43,71
44,67
44,60
44,59
45,72
45,61
45,69
45,75
45,68
45,65
45,69
46,67
45,67
45,73
46,65
46,70
46,72
46,66
46,71
47,74
46,75
47,76
48,75
47,69
49,74
48,72
48,74
49,70
49,73
49,70
49,72
49,70
49,73
49,76
49,65
49,74
49,70
50,64
50,71
50,73
50,71
50,72
51,67
50,70
52,67
51,67
51,75
51,65
52,59
52,64
52,66
53,61
52,58
53,63
53,55
53,43
54,54
53,48
53,57
54,50
54,44
54,45
54,38
55,45
55,46
54,48
54,47
56,38
55,38
55,32
56,39
57,27
57,38
56,34
57,35
57,39
57,23
57,31
58,23
58,27
57,30
58,27
58,28
58,24
58,22
59,23
59,19
59,19
58,21
60,19
60,19
59,17
60,11
61,15
60,11
60,13
60,7
61,16
61,11
62,11
62,11
61,5
61,4
61,7
62,4
62,10
62,4
62,5
62,-1
62,-6
62,-6
63,-1
63,-1
64,-3
64,1
63,-5
64,-6
64,2
65,-3
65,-9
65,-10
64,-3
65,-1
65,-1
65,-16
65,-15
64,-15
66,-16
66,-13
66,-7
66,-16
66,-18
67,-15
67,-20
66,-20
67,-18
67,-24
67,-15
68,-13
68,-28
67,-25
69,-23
69,-21
70,-25
69,-24
69,-21
69,-21
70,-21
69,-27
69,-21
69,-22
69,-29
70,-32
70,-23
70,-19
70,-26
71,-21
71,-29
71,-25
72,-21
72,-20
72,-7
72,-6
73,-17
72,-17
73,-21
72,-4
73,-1
74,1
73,1
73,-2
73,3
73,-2
74,3
74,-1
74,1
74,7
74,6
75,-1
75,7
74,4
76,7
75,12
76,14
76,8
76,12
76,10
76,13
76,20
77,11
77,20
78,19
77,22
78,26
77,20
78,18
78,20
78,23
79,34
78,31
78,24
79,25
79,23
80,31
80,34
79,42
80,35
80,29
81,36
80,31
80,33
81,31
81,38
81,46
81,32
82,32
81,46
82,43
82,39
82,39
81,48
82,49
83,45
82,52
83,47
83,43
84,47
83,59
84,51
84,52
83,48
83,48
84,50
84,53
84,63
85,51
85,63
85,58
86,66
85,56
86,70
85,62
86,71
86,55
86,65
87,78
87,71
86,70
87,73
87,70
87,72
87,75
88,78
88,77
88,79
88,85
88,84
88,89
89,85
89,81
89,93
90,87
88,86
90,99
89,83
90,94
90,97
90,104
90,94
90,93
91,94
91,101
91,98
